"ad identifier (state, year, race, sponsor, candidate, seconds pro, seconds con)",url,candidate,sponsor,network,date_time (UTC),date_time (EDT),Date,Time,"seconds

into program",identifier,party or PAC,State,Office,Pro / seconds,Con / seconds
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140902_210000_Eyewitness_News_at_5#start/952.3/end/983.6,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140902_210000,20140902_170000,"September 2, 2014",5:00 PM,952,KYW_20140902_210000_Eyewitness_News_at_5#start/952.3/end/983.6,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140902_213000_Action_News_530_PM#start/678.0/end/707.8,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140902_213000,20140902_173000,"September 2, 2014",5:30 PM,678,WPVI_20140902_213000_Action_News_530_PM#start/678.0/end/707.8,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140902_213000_Action_News_530_PM#start/678.0/end/708.1,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140902_213000,20140902_173000,"September 2, 2014",5:30 PM,678,WPVI_20140902_213000_Action_News_530_PM#start/678.0/end/708.1,D,PA,Governor,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140902_220000_Action_News_600_PM#start/634.1/end/664.1,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140902_220000,20140902_180000,"September 2, 2014",6:00 PM,634,WPVI_20140902_220000_Action_News_600_PM#start/634.1/end/664.1,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WCAU_20140902_220000_NBC_10_News_at_6pm#start/1353.6/end/1383.5,Tom Corbett (con),Philadelphia Federation of Teachers,WCAU,20140902_220000,20140902_180000,"September 2, 2014",6:00 PM,1354,WCAU_20140902_220000_NBC_10_News_at_6pm#start/1353.6/end/1383.5,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140902_220000_Fox_29_News_at_6PM#start/1380.0/end/1409.8,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140902_220000,20140902_180000,"September 2, 2014",6:00 PM,1380,WTXF_20140902_220000_Fox_29_News_at_6PM#start/1380.0/end/1409.8,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140902_220000_Eyewitness_News_at_6#start/1617.0/end/1646.6,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140902_220000,20140902_180000,"September 2, 2014",6:00 PM,1617,KYW_20140902_220000_Eyewitness_News_at_6#start/1617.0/end/1646.6,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20140903_020000_Fox_29_News_at_10#start/811.6/end/843.2,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20140903_020000,20140902_220000,"September 2, 2014",10:00 PM,812,WTXF_20140903_020000_Fox_29_News_at_10#start/811.6/end/843.2,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140903_030000_Eyewitness_News_at_11#start/1451.0/end/1481.6,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140903_030000,20140902_230000,"September 2, 2014",11:00 PM,1451,KYW_20140903_030000_Eyewitness_News_at_11#start/1451.0/end/1481.6,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140903_030000_Action_News#start/1485.0/end/1515.2,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140903_030000,20140902_230000,"September 2, 2014",11:00 PM,1485,WPVI_20140903_030000_Action_News#start/1485.0/end/1515.2,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140903_030000_NBC_10_News_at_11p#start/2032.6/end/2063.2,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140903_030000,20140902_230000,"September 2, 2014",11:00 PM,2033,WCAU_20140903_030000_NBC_10_News_at_11p#start/2032.6/end/2063.2,D,PA,Governor,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140903_043700_Nightline#start/773.2/end/804.6,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140903_043700,20140903_003700,"September 3, 2014",12:37 AM,773,WPVI_20140903_043700_Nightline#start/773.2/end/804.6,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140903_090000_Action_News#start/1151.9/end/1182.1,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140903_090000,20140903_050000,"September 3, 2014",5:00 AM,1152,WPVI_20140903_090000_Action_News#start/1151.9/end/1182.1,D-PAC,PA,Governor,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140903_093000_NBC_10_News_Today_at_530a#start/465.4/end/495.0,John Kane (pro),Kane for Senate,WCAU,20140903_093000,20140903_053000,"September 3, 2014",5:30 AM,465,WCAU_20140903_093000_NBC_10_News_Today_at_530a#start/465.4/end/495.0,D,PA,State Senate 26th District,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140903_100000_Eyewitness_News_at_6#start/588.9/end/619.0,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,589,KYW_20140903_100000_Eyewitness_News_at_6#start/588.9/end/619.0,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140903_100000_Fox_29_Morning_News_at_6a#start/1737.4/end/1767.8,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,1737,WTXF_20140903_100000_Fox_29_Morning_News_at_6a#start/1737.4/end/1767.8,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20140903_100000_Fox_29_Morning_News_at_6a#start/824.1/end/855.8,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,824,WTXF_20140903_100000_Fox_29_Morning_News_at_6a#start/824.1/end/855.8,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140903_100000_Eyewitness_News_at_6#start/1732.2/end/1764.3,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,1732,KYW_20140903_100000_Eyewitness_News_at_6#start/1732.2/end/1764.3,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140903_100000_NBC_10_News_Today_at_600a#start/2463.6/end/2493.7,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,2464,WCAU_20140903_100000_NBC_10_News_Today_at_600a#start/2463.6/end/2493.7,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140903_100000_Action_News#start/3497.5/end/3527.0,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,3498,WPVI_20140903_100000_Action_News#start/3497.5/end/3527.0,D,PA,Governor,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/KYW_20140903_100000_Eyewitness_News_at_6#start/2544.0/end/2575.9,John Kane (pro),Kane for Senate,KYW,20140903_100000,20140903_060000,"September 3, 2014",6:00 AM,2544,KYW_20140903_100000_Eyewitness_News_at_6#start/2544.0/end/2575.9,D,PA,State Senate 26th District,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140903_110000_Good_Day_Philadelphia#start/1376.0/end/1407.1,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,1376,WTXF_20140903_110000_Good_Day_Philadelphia#start/1376.0/end/1407.1,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140903_110000_Good_Day_Philadelphia#start/3238.8/end/3269.8,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,3239,WTXF_20140903_110000_Good_Day_Philadelphia#start/3238.8/end/3269.8,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140903_110000_CBS_This_Morning#start/6224.7/end/6255.4,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,6225,KYW_20140903_110000_CBS_This_Morning#start/6224.7/end/6255.4,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140903_110000_Good_Day_Philadelphia#start/6255.8/end/6285.9,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,6256,WTXF_20140903_110000_Good_Day_Philadelphia#start/6255.8/end/6285.9,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20140903_110000_Good_Day_Philadelphia#start/1702.8/end/1733.2,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,1703,WTXF_20140903_110000_Good_Day_Philadelphia#start/1702.8/end/1733.2,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140903_110000_Good_Morning_America#start/1711.6/end/1741.4,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,1712,WPVI_20140903_110000_Good_Morning_America#start/1711.6/end/1741.4,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140903_110000_CBS_This_Morning#start/1768.9/end/1798.7,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,1769,KYW_20140903_110000_CBS_This_Morning#start/1768.9/end/1798.7,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140903_110000_Today#start/6820.8/end/6850.4,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,6821,WCAU_20140903_110000_Today#start/6820.8/end/6850.4,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140903_110000_Today#start/6820.8/end/6850.4,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,6821,WCAU_20140903_110000_Today#start/6820.8/end/6850.4,D,PA,Governor,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140903_110000_Today#start/3548.0/end/3578.1,John Kane (pro),Kane for Senate,WCAU,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,3548,WCAU_20140903_110000_Today#start/3548.0/end/3578.1,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140903_110000_Today#start/3548.0/end/3578.1,John Kane (pro),Kane for Senate,WCAU,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,3548,WCAU_20140903_110000_Today#start/3548.0/end/3578.1,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20140903_110000_Good_Morning_America#start/5941.9/end/5971.8,John Kane (pro),Kane for Senate,WPVI,20140903_110000,20140903_070000,"September 3, 2014",7:00 AM,5942,WPVI_20140903_110000_Good_Morning_America#start/5941.9/end/5971.8,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20140903_160000_Action_News#start/1361.0/end/1390.4,John Kane (pro),Kane for Senate,WPVI,20140903_160000,20140903_120000,"September 3, 2014",12:00 PM,1361,WPVI_20140903_160000_Action_News#start/1361.0/end/1390.4,D,PA,State Senate 26th District,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WCAU_20140903_200000_NBC_10_News_at_4pm#start/3527.1/end/3557.1,Tom Corbett (con),Philadelphia Federation of Teachers,WCAU,20140903_200000,20140903_160000,"September 3, 2014",4:00 PM,3527,WCAU_20140903_200000_NBC_10_News_at_4pm#start/3527.1/end/3557.1,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140903_210000_Eyewitness_News_at_5#start/1413.5/end/1444.0,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140903_210000,20140903_170000,"September 3, 2014",5:00 PM,1414,KYW_20140903_210000_Eyewitness_News_at_5#start/1413.5/end/1444.0,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140903_210000_Eyewitness_News_at_5#start/1095.9/end/1126.3,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140903_210000,20140903_170000,"September 3, 2014",5:00 PM,1096,KYW_20140903_210000_Eyewitness_News_at_5#start/1095.9/end/1126.3,D,PA,Governor,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WTXF_20140903_210000_FOX_29_News_at_Five#start/758.9/end/788.5,John Kane (pro),Kane for Senate,WTXF,20140903_210000,20140903_170000,"September 3, 2014",5:00 PM,759,WTXF_20140903_210000_FOX_29_News_at_Five#start/758.9/end/788.5,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140903_210000_NBC_10_News_at_5pm#start/2540.4/end/2570.0,John Kane (pro),Kane for Senate,WCAU,20140903_210000,20140903_170000,"September 3, 2014",5:00 PM,2540,WCAU_20140903_210000_NBC_10_News_at_5pm#start/2540.4/end/2570.0,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/KYW_20140903_210000_Eyewitness_News_at_5#start/3350.6/end/3380.3,John Kane (pro),Kane for Senate,KYW,20140903_210000,20140903_170000,"September 3, 2014",5:00 PM,3351,KYW_20140903_210000_Eyewitness_News_at_5#start/3350.6/end/3380.3,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20140903_213000_Action_News_530_PM#start/576.5/end/606.0,John Kane (pro),Kane for Senate,WPVI,20140903_213000,20140903_173000,"September 3, 2014",5:30 PM,577,WPVI_20140903_213000_Action_News_530_PM#start/576.5/end/606.0,D,PA,State Senate 26th District,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140903_220000_Fox_29_News_at_6PM#start/805.9/end/836.0,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140903_220000,20140903_180000,"September 3, 2014",6:00 PM,806,WTXF_20140903_220000_Fox_29_News_at_6PM#start/805.9/end/836.0,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140903_220000_Action_News_600_PM#start/952.3/end/982.5,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140903_220000,20140903_180000,"September 3, 2014",6:00 PM,952,WPVI_20140903_220000_Action_News_600_PM#start/952.3/end/982.5,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140903_220000_Eyewitness_News_at_6#start/1417.6/end/1448.0,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140903_220000,20140903_180000,"September 3, 2014",6:00 PM,1418,KYW_20140903_220000_Eyewitness_News_at_6#start/1417.6/end/1448.0,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140903_220000_Action_News_600_PM#start/662.1/end/691.8,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140903_220000,20140903_180000,"September 3, 2014",6:00 PM,662,WPVI_20140903_220000_Action_News_600_PM#start/662.1/end/691.8,D,PA,Governor,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPHL_20140904_020000_Action_News_at_Ten_on_PHL17#start/1368.3/end/1399.3,Tom Corbett (con),Philadelphia Federation of Teachers,WPHL,20140904_020000,20140903_220000,"September 3, 2014",10:00 PM,1368,WPHL_20140904_020000_Action_News_at_Ten_on_PHL17#start/1368.3/end/1399.3,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPHL_20140904_020000_Action_News_at_Ten_on_PHL17#start/1338.5/end/1368.6,Tom Wolf (pro),Tom Wolf for Governor,WPHL,20140904_020000,20140903_220000,"September 3, 2014",10:00 PM,1339,WPHL_20140904_020000_Action_News_at_Ten_on_PHL17#start/1338.5/end/1368.6,D,PA,Governor,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140904_030000_Action_News#start/1608.9/end/1639.0,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140904_030000,20140903_230000,"September 3, 2014",11:00 PM,1609,WPVI_20140904_030000_Action_News#start/1608.9/end/1639.0,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140904_030000_Eyewitness_News_at_11#start/1741.5/end/1771.8,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140904_030000,20140903_230000,"September 3, 2014",11:00 PM,1742,KYW_20140904_030000_Eyewitness_News_at_11#start/1741.5/end/1771.8,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WCAU_20140904_030000_NBC_10_News_at_11p#start/1972.8/end/2003.2,Tom Corbett (con),Philadelphia Federation of Teachers,WCAU,20140904_030000,20140903_230000,"September 3, 2014",11:00 PM,1973,WCAU_20140904_030000_NBC_10_News_at_11p#start/1972.8/end/2003.2,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140904_030000_Eyewitness_News_at_11#start/1392.8/end/1422.9,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140904_030000,20140903_230000,"September 3, 2014",11:00 PM,1393,KYW_20140904_030000_Eyewitness_News_at_11#start/1392.8/end/1422.9,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140904_030000_Action_News#start/1818.2/end/1847.8,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140904_030000,20140903_230000,"September 3, 2014",11:00 PM,1818,WPVI_20140904_030000_Action_News#start/1818.2/end/1847.8,D,PA,Governor,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WPVI_20140904_090000_Action_News#start/1410.5/end/1440.4,Tom Corbett (con),Philadelphia Federation of Teachers,WPVI,20140904_090000,20140904_050000,"September 4, 2014",5:00 AM,1411,WPVI_20140904_090000_Action_News#start/1410.5/end/1440.4,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140904_093000_Action_News#start/1191.0/end/1221.2,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140904_093000,20140904_053000,"September 4, 2014",5:30 AM,1191,WPVI_20140904_093000_Action_News#start/1191.0/end/1221.2,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140904_093000_Action_News#start/1191.4/end/1221.2,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140904_093000,20140904_053000,"September 4, 2014",5:30 AM,1191,WPVI_20140904_093000_Action_News#start/1191.4/end/1221.2,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20140904_100000_Fox_29_Morning_News_at_6a#start/543.0/end/572.4,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,543,WTXF_20140904_100000_Fox_29_Morning_News_at_6a#start/543.0/end/572.4,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140904_100000_Eyewitness_News_at_6#start/1075.2/end/1104.6,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,1075,KYW_20140904_100000_Eyewitness_News_at_6#start/1075.2/end/1104.6,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20140904_100000_Eyewitness_News_at_6#start/3167.0/end/3196.8,Tom Wolf (pro),Tom Wolf for Governor,KYW,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,3167,KYW_20140904_100000_Eyewitness_News_at_6#start/3167.0/end/3196.8,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/3168.6/end/3198.8,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,3169,WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/3168.6/end/3198.8,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/3168.6/end/3198.6,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,3169,WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/3168.6/end/3198.6,D,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20140904_100000_Action_News#start/3512.6/end/3542.2,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,3513,WPVI_20140904_100000_Action_News#start/3512.6/end/3542.2,D,PA,Governor,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/1696.5/end/1726.0,John Kane (pro),Kane for Senate,WCAU,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,1697,WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/1696.5/end/1726.0,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/1696.5/end/1726.4,John Kane (pro),Kane for Senate,WCAU,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,1697,WCAU_20140904_100000_NBC_10_News_Today_at_600a#start/1696.5/end/1726.4,D,PA,State Senate 26th District,30,0
PA_2014_State_Senate_26th_Kane_for_Senate_John_Kane_(pro)_pro_30_con_0,https://archive.org/details/KYW_20140904_100000_Eyewitness_News_at_6#start/1785.0/end/1814.8,John Kane (pro),Kane for Senate,KYW,20140904_100000,20140904_060000,"September 4, 2014",6:00 AM,1785,KYW_20140904_100000_Eyewitness_News_at_6#start/1785.0/end/1814.8,D,PA,State Senate 26th District,30,0
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/WTXF_20140904_110000_Good_Day_Philadelphia#start/1781.8/end/1811.8,Tom Corbett (con),Philadelphia Federation of Teachers,WTXF,20140904_110000,20140904_070000,"September 4, 2014",7:00 AM,1782,WTXF_20140904_110000_Good_Day_Philadelphia#start/1781.8/end/1811.8,D-PAC,PA,Governor,0,30
PA_2014_Gov_Philadelphia_Federation_of_Teachers_Tom_Corbett_(con)_pro_0_con_30,https://archive.org/details/KYW_20140904_110000_CBS_This_Morning#start/6685.6/end/6716.4,Tom Corbett (con),Philadelphia Federation of Teachers,KYW,20140904_110000,20140904_070000,"September 4, 2014",7:00 AM,6686,KYW_20140904_110000_CBS_This_Morning#start/6685.6/end/6716.4,D-PAC,PA,Governor,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20140904_110000_Good_Day_Philadelphia#start/1350.2/end/1380.0,Tom Wolf (pro),Tom Wolf for Governor,WTXF,20140904_110000,20140904_070000,"September 4, 2014",7:00 AM,1350,WTXF_20140904_110000_Good_Day_Philadelphia#start/1350.2/end/1380.0,D,PA,Governor,30,0
